rowid,ID,Country,Type,Date,Year,Title,Outcome
312,Switzerland Proactive,Switzerland,Proactive,1998-04-20,1998,reduce weekly hours for full-time work,PostAdmissible
313,Switzerland Proactive,Switzerland,Proactive,1998-04-08,1998,stregthen work education,PostAdmissible
314,Switzerland Proactive,Switzerland,Proactive,1998-02-26,1998,reduce nuclear power plants,PostAdmissible
315,Switzerland Proactive,Switzerland,Proactive,1998-03-03,1998,lenghten nuclear power plant moratorium,PostAdmissible
316,Switzerland Proactive,Switzerland,Proactive,1998-02-05,1998,introduce voluntary peace sevice,PostAdmissible
317,Switzerland Proactive,Switzerland,Proactive,1998-02-23,1998,prohibt military anything inside of swiss borders,PostAdmissible
318,Switzerland Proactive,Switzerland,Proactive,1997-11-21,1997,limit health insurance costs,PostAdmissible
319,Switzerland Proactive,Switzerland,Proactive,1997-11-11,1997,reduce hospital costs,PostAdmissible
320,Switzerland Proactive,Switzerland,Proactive,1997-08-26,1997,30 km/h speed limit in towns,PostAdmissible
321,Switzerland Proactive,Switzerland,Proactive,1997-06-24,1997,referendum vote at the latest 12 months after submission of initiative,PostAdmissible
322,Switzerland Proactive,Switzerland,Proactive,1997-06-24,1997,reduce prices of medical goods,PostAdmissible
323,Switzerland Proactive,Switzerland,Proactive,1997-01-24,1997,prohibt driving cars on sundays for four years,PostAdmissible
324,Switzerland Proactive,Switzerland,Proactive,1996-03-22,1996,protection from abusive rent pricing,PostAdmissible
325,Switzerland Proactive,Switzerland,Proactive,1995-09-07,1995,option to introduce law instead of only abrogating it in a rejective referendum,PostAdmissible
326,Switzerland Proactive,Switzerland,Proactive,1995-09-06,1995,"reduce defense budget, finance international peace keeping activities",PostAdmissible
327,Switzerland Proactive,Switzerland,Proactive,1995-02-01,1995,Switzerland should aim to join the EU,PostAdmissible
328,Switzerland Proactive,Switzerland,Proactive,1994-11-03,1994,tax energy providers not income to finance pensions,PostAdmissible
329,Switzerland Proactive,Switzerland,Proactive,1994-11-03,1994,retirement age starting at 62 for men and women,PostAdmissible
330,Switzerland Proactive,Switzerland,Proactive,1994-11-02,1994,no increase of retirement age,PostAdmissible
331,Switzerland Proactive,Switzerland,Proactive,1994-10-22,1994,no increase of retirement age for women,PostAdmissible
332,Switzerland Proactive,Switzerland,Proactive,1994-09-02,1994,reduce traffic,PostAdmissible
333,Switzerland Proactive,Switzerland,Proactive,1994-01-22,1994,regulate immigration,PostAdmissible
335,Switzerland Proactive,Switzerland,Proactive,1993-09-10,1993,promote solar power,PostAdmissible
336,Switzerland Proactive,Switzerland,Proactive,1993-08-27,1993,more women in government positions,PostAdmissible
337,Switzerland Proactive,Switzerland,Proactive,1993-05-18,1993,more ecological agriculture,PostAdmissible
338,Switzerland Proactive,Switzerland,Proactive,1993-04-30,1993,legalize personal drug use,PostAdmissible
339,Switzerland Proactive,Switzerland,Proactive,1992-11-20,1992,strict drug lawss,PostAdmissible
340,Switzerland Proactive,Switzerland,Proactive,1992-10-15,1992,against artificial reproduction,PostAdmissible
341,Switzerland Proactive,Switzerland,Proactive,1992-07-01,1992,all joining-the-EU related decision should be voted on in a referendum,PostAdmissible
342,Switzerland Proactive,Switzerland,Proactive,1992-06-01,1992,homeownership for everyone,PostAdmissible
343,Switzerland Proactive,Switzerland,Proactive,1992-04-22,1992,no genetic modification,PostAdmissible
344,Switzerland Proactive,Switzerland,Proactive,1992-04-09,1992,no new fighterjets,PostAdmissible
345,Switzerland Proactive,Switzerland,Proactive,1992-03-31,1992,Limit immigration,PostAdmissible
346,Switzerland Proactive,Switzerland,Proactive,1991-05-01,1991,prohibit export of war materials,PostAdmissible
348,Switzerland Proactive,Switzerland,Proactive,1990-07-25,1990,increase pensions and disability insurance,PostAdmissible
349,Switzerland Proactive,Switzerland,Proactive,1990-05-31,1990,"no new military places, military institutions also follow environment protection and spacial planning laws",PostAdmissible
350,Switzerland Proactive,Switzerland,Proactive,1990-04-05,1990,"abolish ""political police"", no surveillance during usage of non-material and political rights",PostAdmissible
351,Switzerland Rejective,Switzerland,Rejective,2020-06-22,2020,Prevention of: Economic Partnership Agreement between the EFTA States and Indonesia,AllAdmissible
352,Switzerland Rejective,Switzerland,Rejective,2020-06-17,2020,Prevention of: Procurement of New Combat Aircraft,AllAdmissible
353,Switzerland Rejective,Switzerland,Rejective,2020-01-23,2020,Prevention of: Revision of the Income Compensation Act.,AllAdmissible
354,Switzerland Rejective,Switzerland,Rejective,2020-01-13,2020,Prevention of: Adaptation of the wildlife protection regulations,AllAdmissible
355,Switzerland Rejective,Switzerland,Rejective,2020-01-14,2020,Prevention of: Increase of two tax deductions in relation to children,AllAdmissible
356,Switzerland Rejective,Switzerland,Rejective,2020-01-16,2020,Prevention of:  issuance of of electronic means of identification,AllAdmissible
357,Switzerland Rejective,Switzerland,Rejective,2019-04-08,2019,Prevention of: Discrimination on the basis of sexual orientation as a criminal offence,AllAdmissible
358,Switzerland Rejective,Switzerland,Rejective,2019-01-17,2019,Prevention of: implementation of the exchange of notes between Switzerland and the EU concerning the  EU Firearms Directive,AllAdmissible
359,Switzerland Rejective,Switzerland,Rejective,2019-01-17,2019,Prevention of: Amendments in the Federal Act on Tax Reform and AHV Financing,AllAdmissible
360,Switzerland Rejective,Switzerland,Rejective,2018-07-05,2018,Prevention of: Legal basis for monitoring insured persons,AllAdmissible
361,Switzerland Rejective,Switzerland,Rejective,2018-01-18,2018,Prevention of: Amendments to the Money Gambling Act,AllAdmissible
362,Switzerland Rejective,Switzerland,Rejective,2017-07-06,2017,Prevention of: Reform of the Pension Scheme,AllAdmissible
363,Switzerland Rejective,Switzerland,Rejective,2017-01-19,2017,Prevention of: Amendments to the energy law about nuclear power plants,AllAdmissible
364,Switzerland Rejective,Switzerland,Rejective,2016-10-06,2016,Prevention of: Abolition of reduced taxation of status companies,AllAdmissible
365,Switzerland Rejective,Switzerland,Rejective,2016-01-14,2016,Prevention of: Introduction of new information-gathering measures to be applied in cases of suspected terrorism,AllAdmissible
366,Switzerland Rejective,Switzerland,Rejective,2016-01-14,2016,Prevention of: Amendments concerning the acceleration of the asylum procedure,AllAdmissible
367,Switzerland Rejective,Switzerland,Rejective,2015-12-10,2015,Prevention of: Loosening of the ban on pre-implantation diagnostics,AllAdmissible
368,Switzerland Rejective,Switzerland,Rejective,2015-01-12,2015,Prevention of: amendment to the Law on Radio and Television (RTVA) concerning the replacement of the device-dependent reception fee by a general fee,AllAdmissible
369,Switzerland Rejective,Switzerland,Rejective,2015-01-13,2015,Prevention of: Construction of a second tube in the Gotthard tunnel,AllAdmissible
370,Switzerland Rejective,Switzerland,Rejective,2014-01-14,2014,Prevention of: Federal Act on the Fund for the Procurement of the Gripen Combat Aircraft,AllAdmissible
371,Switzerland Rejective,Switzerland,Rejective,2013-07-10,2013,Prevention of: Amendments to the Vignette price (Charge for the use of national roads),AllAdmissible
372,Switzerland Rejective,Switzerland,Rejective,2013-04-29,2013,Prevention of: Night-time restrictions for petrol station shops,AllAdmissible
